"Supplemental Table: APMV-1 complete fusion protein gene squences used for phylodynamic analysis. ""Order code"" corresponds to the host order categorization used for the host phylodynamic model (ANS = Anseriformes, CHI = Domestic chickens, COL = Columbiformes, GAL = other Galliformes, PSI = Psittaciformes, SUL = Suliformes, UN = Unspeficied)"												
Class	Genotype	GenBank Accession #	Isolate	Host	Order	Order Code	World Region	Country	US State	US Region	US Flyway	Year
II	VIa	JN872190	SouthDakota/486839	pigeon	Columbiformes	COL	North America	USA	SD	P	CEN	2007
II	VIa	JN941997	Florida/2181-43	pigeon	Columbiformes	COL	North America	USA	FL	S	ATL	2008
II	VIa	JN941999	Minnesota/77	pigeon	Columbiformes	COL	North America	USA	MN	MW	MIS	2008
II	VIa	JX901369	NJ/0812	pigeon	Columbiformes	COL	North America	USA	NJ	NE	ATL	2008
II	VIa	JX901358	PA/0801	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JX901359	PA/0802	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JX901360	PA/0803	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JX901361	PA/0804	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JX901362	PA/0805	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JX901363	PA/0806	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JX901364	PA/0807	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JX901365	PA/0808	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JX901366	PA/0809	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JX901367	PA/0810	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JX901368	PA/0811	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JN941996	Pennsylvania/2062	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JN941998	Pennsylvania/2282	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2008
II	VIa	JN872175	Minnesota/723	pigeon	Columbiformes	COL	North America	USA	MN	MW	MIS	2009
II	VIa	JX901374	OH/0903	pigeon	Columbiformes	COL	North America	USA	OH	MW	MIS	2009
II	VIa	JX901373	PA/0902	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2009
II	VIa	JX901375	PA/0904	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2009
II	VIa	JX901376	PA/0905	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2009
II	VIa	JX901377	PA/0906	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2009
II	VIa	JN872170	Texas/5254-12	pigeon	Columbiformes	COL	North America	USA	TX	S	CEN	2010
II	VIa	EU477189	RI166	pigeon	Columbiformes	COL	North America	USA	RI	NE	ATL	2000
II	VIa	KU059751	RI166	pigeon	Columbiformes	COL	North America	USA	RI	NE	ATL	2000
II	VIa	EU477190	TX3503	pigeon	Columbiformes	COL	North America	USA	TX	S	CEN	2004
II	VIa	MG018220	1191-1/S23//W16-453-3	Pigeon	Columbiformes	COL	North America	USA	KS	P	CEN	2016
II	VIa	MG018213	1191-2/S23//W16-453-3	Pigeon	Columbiformes	COL	North America	USA	KS	P	CEN	2016
II	VIa	MG018214	1192-3/S23//W16-454-2	Pigeon	Columbiformes	COL	North America	USA	KS	P	CEN	2016
II	VIa	MG018212	1188-2/S23//24998-1-B	Pigeon	Columbiformes	COL	North America	USA	MA	NE	ATL	2014
II	VIa	MG018203	1177-1/S23//22919-1-B	Pigeon	Columbiformes	COL	North America	USA	MT	P	CEN	2010
II	VIa	MG018204	1178-1/S23//24617-7-E	Pigeon	Columbiformes	COL	North America	USA	NM	S	CEN	2013
II	VIa	MG018205	1179-1/S23//26041-3-C	Pigeon	Columbiformes	COL	North America	USA	TX	S	CEN	2014
II	VIa	MG018206	1180-1/S23//26041-4-C	Pigeon	Columbiformes	COL	North America	USA	TX	S	CEN	2014
II	VIa	MG018221	1182-1/S23//26877-2-C	Pigeon	Columbiformes	COL	North America	USA	TX	S	CEN	2015
II	VIa	MG018210	1184-3/S23//26981-2-C	Pigeon	Columbiformes	COL	North America	USA	TX	S	CEN	2015
II	VIa	MG018211	1185-1/S23//26981-3-A	Pigeon	Columbiformes	COL	North America	USA	TX	S	CEN	2015
II	VIa	MG018209	1182-2/S23//26877-2-C	Pigeon	Columbiformes	COL	North America	USA	TX	S	CEN	2016
II	VIa	MG018208	1181-2/S23//26594-1-A	Pigeon	Columbiformes	COL	North America	USA	UT	W	PAC	2015
II	VIa	KP780870	MD/ND0002270	Rock Pigeon	Columbiformes	COL	North America	USA	MD	NE	ATL	2013
II	VIa	KP780875	Ingham/MI/ND0003553	Rock Pigeon	Columbiformes	COL	North America	USA	MI	MW	MIS	2013
II	VIa	KP780876	Ingham/MI/ND0003558	Rock Pigeon	Columbiformes	COL	North America	USA	MI	MW	MIS	2013
II	VIa	KP780872	Allegheny/PA/ND0007186	Rock Pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2013
II	VIa	KP780873	Allegheny/PA/ND0007187	Rock Pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2013
II	VIa	KP780871	Allegheny/PA/ND0007190	Rock Pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2013
II	VIa	KP780874	Allegheny/PA/ND0007199	Rock Pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2013
II	VIa	KU377529	02VIR1875	Turtle Dove	Columbiformes	COL	Europe	Italy	X	X	X	2002
II	VIa	KU377530	04VIR434	Turtle Dove	Columbiformes	COL	Europe	Italy	X	X	X	2004
II	VIa	HM063425	P4	wild pigeon	 	COL	East Asia	China	X	X	X	2003
II	VIa	JN942100	NewJersey/32429-5	chukar	Galliformes	GAL	North America	USA	NJ	NE	ATL	2000
II	VIa	JN872176	Massachusetts/359425	pheasant	Galliformes	GAL	North America	USA	MA	NE	ATL	2005
II	VIa	JN872178	Louisiana/331309	turkey	Galliformes	GAL	North America	USA	LA	S	MIS	2004
II	VIa	JN872162	4940	rosella	Psittaciformes	PSI	Europe	Belgium	X	X	X	2008
II	VIa	JN872174	NewJersey/9564	environment	Unspecified	UN	North America	USA	NJ	NE	ATL	2010
II	VIa	JN872172	Minnesota/18575-4	raptor	Accipitriformes	UN	North America	USA	MN	MW	MIS	2009
II	VIa	HM063423	W4	white-breasted water hen	Gruiformes	UN	East Asia	China	X	X	X	2005
II	VIb	AY734535	Tigre6	pigeon	Columbiformes	COL	South America	Argentina	X	X	X	1999
II	VIb	FJ865434	S-1	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2002
II	VIb	AJ880277	IT-227	pigeon	Columbiformes	COL	Europe	Italy	X	X	X	1982
II	VIb	KU377531	06VIR463-2	pigeon	Columbiformes	COL	Europe	Italy	X	X	X	2006
II	VIb	FJ410147	Maryland	pigeon	Columbiformes	COL	North America	USA	MD	NE	ATL	1984
II	VIb	FJ410145	NewYork	pigeon	Columbiformes	COL	North America	USA	NY	NE	ATL	1984
II	VIb	EF520716	NY/US	pigeon	Columbiformes	COL	North America	USA	NY	NE	ATL	1984
II	VIb	JN967788	Maryland/11936	pigeon	Columbiformes	COL	North America	USA	MD	NE	ATL	1985
II	VIb	JN967787	Illinois/37397	pigeon	Columbiformes	COL	North America	USA	IL	MW	MIS	1987
II	VIb	JN872173	NewYork/44407	pigeon	Columbiformes	COL	North America	USA	NY	NE	ATL	2007
II	VIb	KU377528	00VIR4400	Turtle Dove	Columbiformes	COL	Europe	Italy	X	X	X	2000
II	VIb	AF109885	GB1168	domestic fowl	Unspecified	UN	Europe	Great Britain	X	X	X	1984
II	VIc	KY042125	1160/S15/DolnoLinevo/	chicken	Galliformes	CHI	Europe	Bulgaria	X	X	X	1992
II	VIc	AF458016	ZhJ-2	chicken	Galliformes	CHI	East Asia	China	X	X	X	1986
II	VIc	AF458020	ZJ-1	chicken	Galliformes	CHI	East Asia	China	X	X	X	1991
II	VIc	AF458021	JX-1	chicken	Galliformes	CHI	East Asia	China	X	X	X	1994
II	VIc	AF458018	Sh-1	chicken	Galliformes	CHI	East Asia	China	X	X	X	1997
II	VIc	AF458019	XJ-3	chicken	Galliformes	CHI	East Asia	China	X	X	X	1997
II	VIc	AF458015	ZhJ-3	chicken	Galliformes	CHI	East Asia	China	X	X	X	1997
II	VIc	AF458017	Sh-2	chicken	Galliformes	CHI	East Asia	China	X	X	X	1998
II	VIc	AB465606	Ibaraki	chicken	Galliformes	CHI	East Asia	Japan	X	X	X	1985
II	VIc	AB853928	Ibaraki/SM87	chicken	Galliformes	CHI	East Asia	Japan	X	X	X	1987
II	VIc	KY042143	93-58GG	chicken	Galliformes	CHI	East Asia	Korea	X	X	X	1993
II	VIc	GQ507801	Kr-102	chicken	Galliformes	CHI	East Asia	South Korea	X	X	X	1989
II	VIc	HQ839733		chicken	Galliformes	CHI	Europe	Sweden	X	X	X	1995
II	VIc	KY042142	88-M	quail	Galliformes	GAL	East Asia	Korea	X	X	X	1988
II	VIc	KC853020	Shaanxi10	crested ibis	Pelecaniformes	UN	East Asia	China	X	X	X	2010
II	VIc	KU373026	SX-O1	ostrich	Struthioniformes	UN	East Asia	China	X	X	X	2006
II	VIe	DQ417113	Beijing/PB01/STP	pigeon	Columbiformes	COL	East Asia	China	X	X	X	1996
II	VIe	AF358785	98-1	pigeon	Columbiformes	COL	East Asia	China	X	X	X	1998
II	VIe	KJ607164	LJS/1	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2003
II	VIe	KJ607163	LJS/1	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2004
II	VIe	FJ766528	05/029	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2005
II	VIe	FJ480825	PG/JS/1	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2005
II	VIe	FJ480826	PG/JS/1	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2006
II	VIe	JX244794	100	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2008
II	VIe	JX244801	107	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2008
II	VIe	JX244803	110	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2008
II	VIe	JX244805	112	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2008
II	VIe	JQ290284	Anhui/1	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2009
II	VIe	KJ808820	SD	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2012
II	VIe	KT381596	Guangdong/GM8	pigeon	Columbiformes	COL	East Asia	China	X	X	X	2013
II	VIf	JX901318	PA/0203	duck	Anseriformes	ANS	North America	USA	PA	NE	ATL	2002
II	VIf	JN872180	Texas/209682	waterfowl	Anseriformes	ANS	North America	USA	TX	S	CEN	2002
II	VIf	JN942022	Texas/309968	chicken	Galliformes	CHI	North America	USA	TX	S	CEN	2004
II	VIf	JN872185	NewYork/32851-2	pigeon	Columbiformes	COL	North America	USA	NY	NE	ATL	1984
II	VIf	JN872188	Minnesota/2446	pigeon	Columbiformes	COL	North America	USA	MN	MW	MIS	1989
II	VIf	JN872186	Indiana/18002	pigeon	Columbiformes	COL	North America	USA	IN	MW	MIS	1991
II	VIf	JN872187	Illinois/11748	pigeon	Columbiformes	COL	North America	USA	IL	MW	MIS	1993
II	VIf	JN942095	Oklahoma/7668/1997	pigeon	Columbiformes	COL	North America	USA	OK	P	CEN	1997
II	VIf	JN872184	Wyoming/20210	pigeon	Columbiformes	COL	North America	USA	WY	P	CEN	1997
II	VIf	JN872182	NewYork/12339	pigeon	Columbiformes	COL	North America	USA	NY	NE	ATL	1998
II	VIf	FJ410148	Texas	pigeon	Columbiformes	COL	North America	USA	TX	S	CEN	1998
II	VIf	JN942098	NorthCarolina/56404	pigeon	Columbiformes	COL	North America	USA	NC	S	ATL	2000
II	VIf	JN967786	NewJersey/58300-4	pigeon	Columbiformes	COL	North America	USA	NJ	NE	ATL	2000
II	VIf	JX901312	101	pigeon	Columbiformes	COL	North America	USA	USA	USA	USA	2001
II	VIf	JX901341	PA/0712	pigeon	Columbiformes	COL	North America	USA	PA	NE	ATL	2007
II	VIf	JN942099	Pennsylvania/25017	gannet	Suliformes	SUL	North America	USA	PA	NE	ATL	2000
II	VIg	KX352835	Amur/264	mallard	Anseriformes	ANS	East Asia	Russia	X	X	X	2009
II	VIg	KT965730	EKO/1	Northern Pintail	Anseriformes	ANS	Central Asia	Kazakhstan	X	X	X	2014
II	VIg	JQ039385	dove/VRD07-163	dove	Columbiformes	COL	Africa	Nigeria	X	X	X	2007
II	VIg	KY042129	1088/S7/Giza/11/CL/PG-G1	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIg	this study	1105/S29/Souqal-GomaaMarket/Cairo/39/CL-G23	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIg	KY042130	1106/S7/Helwan/44/CL/PG-G24	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIg	KY042131	1107/S7/Qena/56/CL/PG-G25	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIg	KY042132	1111/S7/ElFayom/73\OP\PG-G29	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIg	KY042134	1113/S9/ElFayom/84\OP\PG-G31	Pigeon	Columbiformes	COL	Middle East	Egypt	X	X	X	2015
II	VIg	KT965727	/EKO/15	pigeon	Columbiformes	COL	Central Asia	Kazakhstan	X	X	X	2014
II	VIg	KT965728	Zhambyl/32	pigeon	Columbiformes	COL	Central Asia	Kazakhstan	X	X	X	2014
II	VIg	KY042137	Jhang/115	Pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2015
II	VIg	KY042136	Lahore/125	Pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2015
II	VIg	KY042138	Lahore/126	Pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2015
II	VIg	KY042139	Lahore/146	Pigeon	Columbiformes	COL	South Asia	Pakistan	X	X	X	2016
II	VIg	JF824032	Vladimir/687	pigeon	Columbiformes	COL	Europe	Russia	X	X	X	2005
II	VIg	JF824013	Kemerovo/0267	pigeon	Columbiformes	COL	Central Asia	Russia	X	X	X	2009
II	VIg	KT962979	Altai/777	pigeon	Columbiformes	COL	Central Asia	Russia	X	X	X	2010
II	VIg	KJ920204	Altai/770	pigeon	Columbiformes	COL	Central Asia	Russia	X	X	X	2011
II	VIg	KY042128	Doneck/3	Pigeon	Columbiformes	COL	Europe	Ukraine	X	X	X	2007
II	VIg	KJ914671	Dnipropetrovsk/1-18-11	pigeon	Columbiformes	COL	Europe	Ukraine	X	X	X	2011
II	VIg	KJ914672	Ukromne/3-26-11	pigeon	Columbiformes	COL	Europe	Ukraine	X	X	X	2011
II	VIg	KY042127	Kharkiv/23-01/967	pigeon	Columbiformes	COL	Europe	Ukraine	X	X	X	2013
II	VIg	KT965731	Zhambyl/41	Long-legged buzzard	Accipitriformes	UN	Central Asia	Kazakhstan	X	X	X	2014
II	VIg	KT965729	Zhambyl/17	starling	Passeriformes	UN	Central Asia	Kazakhstan	X	X	X	2014
II	VIh	JX518532	B2/Isiolo	laughing dove	Columbiformes	COL	Africa	Kenya	X	X	X	2012
II	VIh	AY734536	Capital3	pigeon	Columbiformes	COL	South America	Argentina	X	X	X	1997
II	VIh	KF944359	IS/854	pigeon	Columbiformes	COL	Middle East	Israel	X	X	X	2013
II	VIh	HG326601	NIE07-061	pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2007
II	VIh	HG326602	NIE07-062	pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2007
II	VIh	HG326603	NIE07-063	pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2007
II	VIh	JQ039391	VRD07-231	pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2007
II	VIh	JQ039387	VRD08-37BRpe-7-9	pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2008
II	VIh	HG326604	NIE09-1898	pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2009
II	VIh	HG424627	NIE13-092	pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2013
II	VIh	this study	870/U2/JosNorth/VRD08/385-N23	Quail	Galliformes	GAL	Africa	Nigeria	X	X	X	2008
II	VII	KM977903	HB/1	duck	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VII	AF456440	JS/4	goose	Anseriformes	ANS	East Asia	China	X	X	X	2001
II	VII	DQ363538	Shandong/Lye	chicken	Galliformes	CHI	East Asia	China	X	X	X	2001
II	VII	l-KJ176996	IRI1392k	chicken	Galliformes	CHI	Middle East	Iran	X	X	X	2013
II	VII	l-KX268351	Behshahr	chicken	Galliformes	CHI	Middle East	Iran	X	X	X	2015
II	VII	l-KY205742	Maz15	chicken	Galliformes	CHI	Middle East	Iran	X	X	X	2015
II	VII	l-KY205741	Isf16	chicken	Galliformes	CHI	Middle East	Iran	X	X	X	2016
II	VII	this study	95-119	chicken	Galliformes	CHI	East Asia	Korea	X	X	X	1995
II	VII	U62620		chicken	Galliformes	CHI	East Asia	Taiwan	X	X	X	1995
II	VIi	JN638236	10RS6171/7154VIR	dove	Columbiformes	COL	Europe	Italy	X	X	X	2010
II	VIi	JN638234	11RS98/102VIR	dove	Columbiformes	COL	Europe	Italy	X	X	X	2011
II	VIi	JN638235	11RS100-104VIR	dove	Columbiformes	COL	Europe	Italy	X	X	X	2011
II	VIi	HG424625	NIE13-005	pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2013
II	VII	AY288998	14698/ancestral	cockatoo	Psittaciformes	PSI	Southeast Asia	Indonesia	X	X	X	1990
II	VII	KF767105	88-08989-523	lory	Psittaciformes	PSI	Southeast Asia	Indonesia	X	X	X	1988
II	VIIa	JN986837	152608/ancestral	chicken	Galliformes	CHI	Europe	Netherlands	X	X	X	1993
II	VIIb	EF592509	HLJ-82	common teal	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	KJ525681	GD/GDX	duck	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	KJ525682	GD/GDY	duck	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	KC750149	GD/SD	duck	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	HM188395	SDJN	duck	Anseriformes	ANS	East Asia	China	X	X	X	2007
II	VIIb	HM188397	SDWF01	duck	Anseriformes	ANS	East Asia	China	X	X	X	2007
II	VIIb	KJ525678	SD/GM	duck	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIIb	HM188398	SDFCH	duck	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIIb	HM188399	SDWF02	duck	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIIb	HM188400	SDWF03	duck	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIIb	KC750156	GD/SD	duck	Anseriformes	ANS	East Asia	China	X	X	X	2009
II	VIIb	HQ717357	GD09-1	duck	Anseriformes	ANS	East Asia	China	X	X	X	2009
II	VIIb	KJ600786	SD/134	duck	Anseriformes	ANS	East Asia	China	X	X	X	2009
II	VIIb	JN400895	SD03	duck	Anseriformes	ANS	East Asia	China	X	X	X	2009
II	VIIb	HQ317395	SD09	duck	Anseriformes	ANS	East Asia	China	X	X	X	2009
II	VIIb	HM188401	SDWF04	duck	Anseriformes	ANS	East Asia	China	X	X	X	2009
II	VIIb	HM188402	SDWF05	duck	Anseriformes	ANS	East Asia	China	X	X	X	2009
II	VIIb	KC750157	GD/SS	duck	Anseriformes	ANS	East Asia	China	X	X	X	2010
II	VIIb	JQ013879	JS-01	duck	Anseriformes	ANS	East Asia	China	X	X	X	2010
II	VIIb	KT381594	Guangdong/YF21	duck	Anseriformes	ANS	East Asia	China	X	X	X	2014
II	VIIb	KU933951	Guizhou/JH	duck	Anseriformes	ANS	East Asia	China	X	X	X	2015
II	VIIb	AF456443	JS/9/01/Go	goose	Anseriformes	ANS	East Asia	China	X	X	X	2001
II	VIIb	JN631747	JS-5	goose	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIIb	EF211814	JS/8	goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	KJ525677	GD/GD	goose	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIIb	GQ245800	JS-18	goose	Anseriformes	ANS	East Asia	China	X	X	X	2008
II	VIIb	KU200252	Jilin/TH01	goose	Anseriformes	ANS	East Asia	China	X	X	X	2015
II	VIIb	FJ480784	HLJ363	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIIb	EF592510	HLJ-154	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	EF592505	HLJ-50	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	FJ480787	HLJ016	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	FJ480780	HLJ127	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	FJ480781	HLJ128	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	FJ480782	HLJ355	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	FJ480785	HLJ374	mallard	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	EF592500	HLJ-07	mandarin duck	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIIb	EF592501	HLJ-34	mandarin duck	Anseriformes	ANS	East Asia	China	X	X	X	2005
II	VIIb	EF592503	HLJ-42	mandarin duck	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	EF592506	HLJ-54	mandarin duck	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	KP742770	Guizhou/SS1	Sheldrake Duck	Anseriformes	ANS	East Asia	China	X	X	X	2014
II	VIIb	EF592507	HLJ-75	white-fronted goose	Anseriformes	ANS	East Asia	China	X	X	X	2006
II	VIIb	FJ754271	WF00C	chicken	Galliformes	CHI	East Asia	China	X	X	X	2000
II	VIIb	DQ486859	GM	chicken	Galliformes	CHI	East Asia	China	X	X	X	2001
II	VIIb	FJ480796	HN/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2001
II	VIIb	DQ227247	Shandong/SDD	chicken	Galliformes	CHI	East Asia	China	X	X	X	2001
II	VIIb	EU258658	20252	chicken	Galliformes	CHI	East Asia	China	X	X	X	2002
II	VIIb	EU258661	22433	chicken	Galliformes	CHI	East Asia	China	X	X	X	2002
II	VIIb	EU258662	22435	chicken	Galliformes	CHI	East Asia	China	X	X	X	2002
II	VIIb	EU258637	3024	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	DQ485231	Guangxi/11	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	DQ485261	Guangxi10	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	JF343539	Guangxi9	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	FJ480797	HN/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	FJ480800	JL/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	FJ480803	JL/2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	FJ480805	JL/3	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	FJ480807	JL/5	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	DQ363533	Shandong/SCL	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	DQ228922	Shandong/SL	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	DQ363530	Shandong/WHZ	chicken	Galliformes	CHI	East Asia	China	X	X	X	2003
II	VIIb	DQ227249	Shandong/SQD	chicken	Galliformes	CHI	East Asia	China	X	X	X	2004
II	VIIb	EU258640	5013	chicken	Galliformes	CHI	East Asia	China	X	X	X	2005
II	VIIb	FJ480789	GD/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2005
II	VIIb	DQ368683	Guangdong/GD	chicken	Galliformes	CHI	East Asia	China	X	X	X	2005
II	VIIb	DQ485271	Guangxi14	chicken	Galliformes	CHI	East Asia	China	X	X	X	2005
II	VIIb	FJ480801	JL/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2005
II	VIIb	JN618349	JS-3	chicken	Galliformes	CHI	East Asia	China	X	X	X	2005
II	VIIb	KC542892	Liaoning/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2005
II	VIIb	KC542893	Liaoning/02	chicken	Galliformes	CHI	East Asia	China	X	X	X	2005
II	VIIb	GU564399	FMW	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIIb	GQ245799	HN-7-06	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIIb	FJ480802	JL/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIIb	FJ480804	JL/2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIIb	FJ608338	SH/Zhejiang	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIIb	FJ480820	SHX/1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIIb	KC542894	Zhejiang/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2006
II	VIIb	FJ608339	AG/Tianjin	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIIb	GQ245797	AN-11	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIIb	FJ608335	CJG/Xinjiang/07	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIIb	KC542896	Xinjiang/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIIb	GQ245808	XY-31	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIIb	GQ245813	XZ-12	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIIb	GQ245816	XZ-16	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIIb	GQ245817	XZ-20	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIIb	GQ245809	XZ-5	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIIb	GQ245811	XZ-8	chicken	Galliformes	CHI	East Asia	China	X	X	X	2007
II	VIIb	GQ245796	AH-2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245798	CZ-10	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	FJ608346	DFC3Q/Liaoning	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	FJ608350	DFGS/Beijing	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	KJ525710	GD/ND	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	KC542899	Jilin/01	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	KJ525698	SD/LY1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	KJ525697	SD/LY2	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	HM748947	SD4	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245803	SN-19	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245804	SN-20	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	GQ245802	SN-6	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
II	VIIb	KJ525683	SX/SX1	chicken	Galliformes	CHI	East Asia	China	X	X	X	2008
